0.000000	0.000000	0.000000	0.000000	1851.288773
0.000000	1898.000000	-5.901198	-8.676203	1898.850632
4.995000	1898.000000	-3.155189	12.605525	1898.292228
9.995000	1898.000000	-30.443289	-29.724919	1898.335870
14.995000	1898.000000	14.034099	-36.223097	1897.881517
19.995000	1898.000000	-13.371126	84.058691	1896.647137
24.995000	1898.000000	-19.502052	36.542113	1899.471421
29.995000	1898.000000	-0.843511	29.572956	1900.223849
34.995000	1898.000000	-60.451991	2.660613	1898.626991
39.995000	1898.000000	-56.475062	-26.558218	1898.736425
44.995000	1898.000000	11.031695	42.075574	1898.935220
49.995000	1898.000000	37.968807	9.376055	1898.170940
54.995000	1898.000000	52.245559	-29.872505	1899.606348
59.995000	1898.000000	9.616761	-17.531323	1899.013454
64.995000	1898.000000	15.343641	-18.044904	1898.818991
69.995000	1898.000000	-5.397101	-9.077289	1898.942377
74.995000	1898.000000	-16.489001	-11.197524	1896.425584
79.995000	1898.000000	-57.218591	-1.141188	1899.253269
84.995000	1898.000000	-1.699707	0.144613	1899.032462
89.995000	1898.000000	-17.667224	-23.650763	1898.358979
94.995000	1898.000000	-7.080274	-8.029857	1900.266303
99.995000	1898.000000	21.755259	-3.655232	1898.928529
104.995000	1898.000000	-14.572651	0.359196	1898.421251
109.995000	1898.000000	-29.544664	-0.830454	1898.749028
114.995000	1898.000000	5.874684	-16.335615	1897.755193
119.995000	1898.000000	14.804706	-53.437877	1898.095269
124.995000	1898.000000	-20.389558	-19.925464	1899.173967
129.995000	1898.000000	13.948934	-17.415951	1898.477151
134.995000	1898.000000	-33.898178	6.540101	1898.951058
139.995000	1898.000000	15.973005	-12.335527	1898.465773
144.995000	1898.000000	30.308243	-17.485696	1898.792303
149.995000	1898.000000	7.507060	7.785723	1897.980116
154.995000	1898.000000	-23.033850	-27.507767	1898.400829
159.995000	1898.000000	-35.220521	-39.130592	1898.795430
164.995000	1898.000000	-35.071593	-23.305495	1899.241786
169.995000	1898.000000	16.254821	-9.508489	1898.430841
174.995000	1898.000000	15.775004	24.450892	1897.846957
179.995000	1898.000000	-9.779212	3.052205	1899.681970
184.995000	1898.000000	2.302204	-23.252990	1898.494611
189.995000	1898.000000	39.864830	-60.484468	1897.940109
194.995000	1898.000000	-7.083277	-36.150833	1897.405659
199.995000	1898.000000	-22.078556	-19.786352	1896.898200
204.995000	1898.000000	11.623257	19.505034	1898.540862
209.995000	1898.000000	-30.076966	-9.132898	1898.579027
214.995000	1898.000000	-14.085563	7.079325	1899.035657
219.995000	1898.000000	3.317285	43.019397	1896.704624
224.995000	1898.000000	6.704877	81.171874	1899.243521
229.995000	1898.000000	-4.215755	12.809325	1898.849063
234.995000	1898.000000	15.823228	7.207061	1897.750228
239.995000	1898.000000	4.027617	5.058945	1900.431519
244.995000	1898.000000	26.256423	41.609308	1899.414412
249.995000	1898.000000	56.327091	29.416187	1898.290226
254.995000	1898.000000	0.329883	31.993573	1898.236499
259.995000	1898.000000	-1.991471	-19.777676	1898.349888
264.995000	1898.000000	-29.839209	-10.817452	1899.539585
269.995000	1898.000000	-17.269637	13.231766	1898.260413
274.995000	1898.000000	-14.135162	-0.629219	1899.598036
279.995000	1898.000000	-1.874220	21.543978	1898.409912
284.995000	1898.000000	28.283279	39.967336	1898.202979
289.995000	1898.000000	-19.895604	52.068482	1897.315848
294.995000	1898.000000	-21.007272	-8.617065	1898.792602
299.995000	1898.000000	-44.078977	-59.820861	1898.500565
304.995000	1898.000000	-11.639000	-11.225852	1897.090024
309.995000	1898.000000	-2.069349	-15.147712	1899.311390
314.995000	1898.000000	-44.103801	-5.018950	1898.754005
319.995000	1898.000000	-42.678814	1.102435	1898.503934
324.995000	1898.000000	-18.638120	31.944517	1899.307235
329.995000	1898.000000	-21.269327	0.689636	1899.198647
334.995000	1898.000000	8.076997	-28.829025	1898.997291
339.995000	1898.000000	4.004699	-60.698736	1898.417984
344.995000	1898.000000	19.701139	2.557526	1897.244768
349.995000	1898.000000	-11.140449	29.256362	1898.906229
354.995000	1898.000000	-5.266031	8.083785	1898.086951
359.995000	1898.000000	3.052553	-13.851097	1900.859066
364.995000	1898.000000	12.724277	-25.112941	1898.050066
369.995000	1898.000000	21.357305	-35.140639	1898.577306
374.995000	1898.000000	7.695685	-8.202348	1897.413146
379.995000	1898.000000	-2.536581	-14.290906	1898.526177
384.995000	1898.000000	20.696547	-9.575552	1898.685414
389.995000	1898.000000	-2.077228	-22.454678	1899.133310
394.995000	1898.000000	27.899273	10.896467	1899.005546
399.995000	1898.000000	19.870988	30.680089	1898.040055
404.995000	1898.000000	16.344819	20.545656	1899.961926
409.995000	1898.000000	10.952342	-18.576336	1897.938344
